"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 18 17:54:14 GMT 2022","Tue Oct 18 17:54:14 GMT 2022","2","","Purchase Products","","","","Purchase All T-Shirts",""
