"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Oct 20 19:55:28 GMT 2022","Thu Oct 20 19:55:28 GMT 2022","1","","Purchase Products","","","","Purchase All T-Shirts",""
