"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 22 00:59:16 GMT 2022","Thu Sep 22 00:59:18 GMT 2022","2162","","Purchase Products","","","","Purchase All T-Shirts",""
