"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1218","Purchase All T-Shirts","","Fri Oct 31 15:08:47 UTC 2025","failed","Fri Oct 31 15:08:48 UTC 2025","","Purchase Products","",""
