"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 22:19:48 GMT 2022","Fri Oct 14 22:19:50 GMT 2022","2220","","Purchase Products","","","","Purchase All T-Shirts",""
