"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Oops...we found an error preparing this test file: cypress/e2e/buyProducts.spec.ts","","Fri Oct 31 15:21:34 UTC 2025","broken","Fri Oct 31 15:21:34 UTC 2025","","cypress/e2e/buyProducts.spec.ts","",""
