"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1180","Purchase All T-Shirts","","Fri Sep 12 13:27:53 UTC 2025","failed","Fri Sep 12 13:27:54 UTC 2025","","Purchase Products","",""
